Serving Size,nutritions
100 грама съдържат:,"['105', '2.90', '16.60', '3'] -> 4 елемента"
100 грама съдържат:,"['253', '15.02', '9.88', '17'] -> 4 елемента"
100 грама съдържат:,"['534', '5.50', '56', '32'] -> 4 елемента"
100 грама съдържат:,"['456', '8.40', '63.50', '18.70'] -> 4 елемента"
100 грама съдържат:,"['116', '3', '3.60', '10'] -> 4 елемента"
100 грама съдържат:,"['350', '11', '74.50', '1'] -> 4 елемента"
100 грама съдържат:,"['53', '1.50', '8.90', '1.30'] -> 4 елемента"
100 грама съдържат:,"['101', '3.87', '19.86', '0.65'] -> 4 елемента"
100 грама съдържат:,"['243', '3.90', '34.83', '9.75'] -> 4 елемента"
100 грама съдържат:,"['121', '21.41', '0.87', '3.56'] -> 4 елемента"
100 грама съдържат:,"['128', '23.62', '0', '2.97'] -> 4 елемента"
100 грама съдържат:,"['165', '21.22', '0', '8.29'] -> 4 елемента"
100 грама съдържат:,"['98', '3', '17.84', '1.68'] -> 4 елемента"
100 грама съдържат:,"['50', '3.30', '4.80', '1.98'] -> 4 елемента"
100 грама съдържат:,"['315', '13.50', '1.70', '28.20'] -> 4 елемента"
100 грама съдържат:,"['45', '1.76', '6.18', '1.47'] -> 4 елемента"
100 грама съдържат:,"['89', '0.44', '23.12', '0.14'] -> 4 елемента"
100 грама съдържат:,"['350', '2.80', '21.60', '28'] -> 4 елемента"
100 грама съдържат:,"['84', '1.33', '16.67', '1.33'] -> 4 елемента"
100 грама съдържат:,"['174', '24.88', '0', '7.52'] -> 4 елемента"
100 грама съдържат:,"['349', '7.10', '77.40', '1.20'] -> 4 елемента"
100 грама съдържат:,"['36', '1.76', '6.18', '0.44'] -> 4 елемента"
100 грама съдържат:,"['455', '7.50', '65', '18.30'] -> 4 елемента"
100 грама съдържат:,"['128', '16.30', '1.79', '6.21'] -> 4 елемента"
100 грама съдържат:,"['350', '11', '74.50', '1'] -> 4 елемента"
100 грама съдържат:,"['147', '6.60', '22.30', '3.50'] -> 4 елемента"
100 грама съдържат:,"['531', '8.20', '61.20', '28.20'] -> 4 елемента"
100 грама съдържат:,"['255', '13.66', '12.20', '16.83'] -> 4 елемента"
100 грама съдържат:,"['367', '13.30', '73.13', '2.38'] -> 4 елемента"
100 грама съдържат:,"['526', '8.70', '63.30', '26.40'] -> 4 елемента"
100 грама съдържат:,"['183', '33.17', '0', '4.62'] -> 4 елемента"
100 грама съдържат:,"['280', '28.97', '0', '17.37'] -> 4 елемента"
100 грама съдържат:,"['186', '26.53', '0', '8.08'] -> 4 елемента"
100 грама съдържат:,"['105', '2.90', '16.60', '3'] -> 4 елемента"
100 грама съдържат:,"['0', '0', '0', '0'] -> 4 елемента"
100 грама съдържат:,"['140', '16.70', '0.40', '7.44'] -> 4 елемента"
100 грама съдържат:,"['898', '0.07', '0', '99.50'] -> 4 елемента"
100 грама съдържат:,"['74', '0.24', '19.08', '0.18'] -> 4 елемента"
100 грама съдържат:,"['26', '0.91', '6.19', '0.19'] -> 4 елемента"
100 грама съдържат:,"['96', '0.55', '24.85', '0.04'] -> 4 елемента"
100 грама съдържат:,"['301', '12.40', '1.80', '27.10'] -> 4 елемента"
100 грама съдържат:,"['90', '1.33', '16.67', '2'] -> 4 елемента"
100 грама съдържат:,"['198', '13.45', '6.55', '13.10'] -> 4 елемента"
100 грама съдържат:,"['53', '4', '8', '0.50'] -> 4 елемента"
100 грама съдържат:,"['382', '81.10', '7.80', '0'] -> 4 елемента"
100 грама съдържат:,"['188', '3.10', '3.70', '17.90'] -> 4 елемента"
100 грама съдържат:,"['347', '7', '79', '0.30'] -> 4 елемента"
100 грама съдържат:,"['247', '11.31', '15.29', '15.60'] -> 4 елемента"
100 грама съдържат:,"['496', '5.60', '1.60', '51.90'] -> 4 елемента"
100 грама съдържат:,"['460', '8.80', '64.70', '18.40'] -> 4 елемента"
100 грама съдържат:,"['42', '1.76', '6.18', '1.18'] -> 4 елемента"
100 грама съдържат:,"['23', 'Няма', 'данни', '5.83', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['112', '3.20', '17.90', '3.10'] -> 4 елемента"
100 грама съдържат:,"['467', '8', '51.90', '20.60'] -> 4 елемента"
100 грама съдържат:,"['362', '11.50', '75.50', '1.50'] -> 4 елемента"
100 грама съдържат:,"['545', '7', '55', '33'] -> 4 елемента"
100 грама съдържат:,"['407', '4.50', '59.61', '16.69'] -> 4 елемента"
100 грама съдържат:,"['16', '0.79', '3.47', '0.25'] -> 4 елемента"
100 грама съдържат:,"['216', '28.41', '9.84', '6.27'] -> 4 елемента"
100 грама съдържат:,"['127', '5.50', '26.44', '0.85'] -> 4 елемента"
100 грама съдържат:,"['0', '0', '0', '0'] -> 4 елемента"
100 грама съдържат:,"['303', '12.90', '1.80', '27.10'] -> 4 елемента"
100 грама съдържат:,"['17', '1.25', '3.35', '0.20'] -> 4 елемента"
100 грама съдържат:,"['155', '26.45', '0', '4.64'] -> 4 елемента"
100 грама съдържат:,"['83', '0.51', '21.45', '0.09'] -> 4 елемента"
100 грама съдържат:,"['46', '9.30', '1.26', '0.04'] -> 4 елемента"
100 грама съдържат:,"['60', '0.20', '12.20', '1.20'] -> 4 елемента"
100 грама съдържат:,"['127', '1.11', '16.22', '6.44'] -> 4 елемента"
100 грама съдържат:,"['157', '21.40', '0.09', '7.26'] -> 4 елемента"
100 грама съдържат:,"['266', '0.40', '61.70', '2'] -> 4 елемента"
100 грама съдържат:,"['23', 'Няма', 'данни', '5.83', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['54', '1.76', '7.65', '1.76'] -> 4 елемента"
100 грама съдържат:,"['105', '2.90', '16.60', '3'] -> 4 елемента"
100 грама съдържат:,"['481', '9.20', '60.40', '22.50'] -> 4 елемента"
100 грама съдържат:,"['124', '4.28', '17.77', '4.02'] -> 4 елемента"
100 грама съдържат:,"['224', '3', '3.40', '22'] -> 4 елемента"
100 грама съдържат:,"['14', '1.50', '1.80', '0.10'] -> 4 елемента"
100 грама съдържат:,"['550', '9', '52', '34'] -> 4 елемента"
100 грама съдържат:,"['515', '7.20', '67.20', '24.20'] -> 4 елемента"
100 грама съдържат:,"['234', '15.47', '11.55', '13.94'] -> 4 елемента"
100 грама съдържат:,"['224', '1.90', '32.90', '10'] -> 4 елемента"
100 грама съдържат:,"['122', '10.88', '9.94', '5.20'] -> 4 елемента"
100 грама съдържат:,"['468', '33.92', '1.70', '35.09'] -> 4 елемента"
100 грама съдържат:,"['338', '14.57', '70.19', '2.43'] -> 4 елемента"
100 грама съдържат:,"['0', '0', '0', '0'] -> 4 елемента"
100 грама съдържат:,"['493', '7.30', '70.60', '20.20'] -> 4 елемента"
100 грама съдържат:,"['83', '0.73', '21.07', '0.21'] -> 4 елемента"
100 грама съдържат:,"['296', '12.25', '1.95', '26.65'] -> 4 елемента"
100 грама съдържат:,"['83', '0.53', '21.47', '0.08'] -> 4 елемента"
100 грама съдържат:,"['902', '0', '0', '100'] -> 4 елемента"
100 грама съдържат:,"['111', '18.80', '0', '3.37'] -> 4 елемента"
100 грама съдържат:,"['154', '12.03', '1.27', '10.70'] -> 4 елемента"
100 грама съдържат:,"['83', '1.56', '16.67', '1.11'] -> 4 елемента"
100 грама съдържат:,"['277', '0.50', '68.80', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['45', '2.06', '7.94', '0.59'] -> 4 елемента"
100 грама съдържат:,"['494', '6.08', '63.40', '24'] -> 4 елемента"
100 грама съдържат:,"['347', '8.40', '73.60', '2.10'] -> 4 елемента"
100 грама съдържат:,"['512', '4.13', '17.31', '47.37'] -> 4 елемента"
100 грама съдържат:,"['377', '6.40', '75.50', '5.50'] -> 4 елемента"
100 грама съдържат:,"['257', '14.79', '11.04', '17.08'] -> 4 елемента"
100 грама съдържат:,"['234', '3.50', '5.40', '22'] -> 4 елемента"
100 грама съдържат:,"['32', 'Няма', 'данни', '8', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['362', '11', '75.70', '15'] -> 4 елемента"
100 грама съдържат:,"['564', '6', '47.20', '39'] -> 4 елемента"
100 грама съдържат:,"['488', '8.10', '68.40', '20.20'] -> 4 елемента"
100 грама съдържат:,"['437', '8.80', '70', '13.50'] -> 4 елемента"
100 грама съдържат:,"['289', '2.60', '48', '10.80'] -> 4 елемента"
100 грама съдържат:,"['132', '5.71', '27.60', '0.83'] -> 4 елемента"
100 грама съдържат:,"['107', '14.20', '3.60', '4'] -> 4 елемента"
100 грама съдържат:,"['153', '20.47', '0', '7.31'] -> 4 елемента"
100 грама съдържат:,"['83', '0.64', '21.31', '0.11'] -> 4 елемента"
100 грама съдържат:,"['680', '10.65', '0', '70.33'] -> 4 елемента"
100 грама съдържат:,"['476', '39.01', '0.48', '34.12'] -> 4 елемента"
100 грама съдържат:,"['302', '12.40', '1.70', '27.30'] -> 4 елемента"
100 грама съдържат:,"['63', '0.53', '16.49', '0.05'] -> 4 елемента"
100 грама съдържат:,"['173', '26.44', '0', '6.61'] -> 4 елемента"
100 грама съдържат:,"['398', '24.35', '1.91', '32.62'] -> 4 елемента"
100 грама съдържат:,"['437', '8.30', '81.30', '8.70'] -> 4 елемента"
100 грама съдържат:,"['394', '6.90', '75', '7.40'] -> 4 елемента"
100 грама съдържат:,"['360', '14', '68.10', '3.50'] -> 4 елемента"
100 грама съдържат:,"['91', '1.56', '16.67', '2'] -> 4 елемента"
100 грама съдържат:,"['335', '7.30', '48.40', '12.10'] -> 4 елемента"
100 грама съдържат:,"['547', '8', '48.80', '35.50'] -> 4 елемента"
100 грама съдържат:,"['498', '5.60', '62.20', '25.20'] -> 4 елемента"
100 грама съдържат:,"['51', '2.06', '7.65', '1.32'] -> 4 елемента"
100 грама съдържат:,"['480', '6', '64', '22.20'] -> 4 елемента"
100 грама съдържат:,"['285', '3.80', '39.10', '12.90'] -> 4 елемента"
100 грама съдържат:,"['160', '27.70', '0', '4.65'] -> 4 елемента"
100 грама съдържат:,"['173', '24.35', '1.91', '7'] -> 4 елемента"
100 грама съдържат:,"['902', '0', '0', '100'] -> 4 елемента"
100 грама съдържат:,"['674', '8.21', '0', '70.89'] -> 4 елемента"
100 грама съдържат:,"['237', '6.50', '15.40', '16.60'] -> 4 елемента"
100 грама съдържат:,"['139', '19.78', '0', '6.05'] -> 4 елемента"
100 грама съдържат:,"['124', '18.18', '0.07', '5.09'] -> 4 елемента"
100 грама съдържат:,"['83', '1.33', '16.44', '1.33'] -> 4 елемента"
100 грама съдържат:,"['60', '0.51', '15.56', '0.11'] -> 4 елемента"
100 грама съдържат:,"['234', '3.50', '5.40', '22'] -> 4 елемента"
100 грама съдържат:,"['259', '0.50', '63.90', '0.10'] -> 4 елемента"
100 грама съдържат:,"['79', '2.06', '8.53', '4.12'] -> 4 елемента"
100 грама съдържат:,"['475', '9.40', '62.60', '20.80'] -> 4 елемента"
100 грама съдържат:,"['335', '13', '68.20', '1.10'] -> 4 елемента"
100 грама съдържат:,"['250', '14.73', '11.21', '16.26'] -> 4 елемента"
100 грама съдържат:,"['428', '8.50', '79.60', '4.90'] -> 4 елемента"
100 грама съдържат:,"['408', '6.60', '73.20', '9.90'] -> 4 елемента"
100 грама съдържат:,"['304', '16.40', 'Няма', 'данни', '26.50'] -> 5 елемента"
100 грама съдържат:,"['268', '1.50', '47.20', '8.70'] -> 4 елемента"
100 грама съдържат:,"['563', '3.90', '60.30', '34'] -> 4 елемента"
100 грама съдържат:,"['190', '28.35', '0', '7.66'] -> 4 елемента"
100 грама съдържат:,"['141', '21.43', '0', '5.50'] -> 4 елемента"
